UnitID,Institution Name,Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),
216524,Ursinus College,15785580,12940281,12749118,11820250,12538743,14417750,10744005,10300630,
206349,Ursuline College,2116420,2145187,1744043,2044206,2077551,1707896,1992481,1568797,
446604,Uta Mesivta of Kiryas Joel,409364,225013,238010,283178,21290,41617,40132,164229,
197045,Utica College,3554186,3720716,2680468,4118730,12974394,9146686,8836659,8883441,
152600,Valparaiso University,18459771,20343229,19277419,20159296,16715789,14437644,17080057,13455429,
221999,Vanderbilt University,44677895,42502508,43888458,41053912,39379982,39088532,39066890,37081588,
149639,VanderCook College of Music,128650,203854,137800,110350,161900,211750,88250,151320,
123651,Vanguard University of Southern California,9488370,9519910,7750687,6842446,5571581,4551891,5300900,6109841,
197133,Vassar College,18369223,16709951,17601801,17445796,17818321,16256486,14791254,15185611,
188340,Vaughn College of Aeronautics and Technology,987905,1035201,634761,671440,743613,796774,673487,1251238,
455992,Vermont College of Fine Arts,,,,,,,,,
231147,Vermont Law School,,,,,,,,,
197142,Villa Maria College,1172568,1003877,1134588,1109361,1017786,675872,525030,150570,
216597,Villanova University,30097834,28306330,28293411,26081311,25067242,23808270,21375829,21376030,
449834,Virginia Beach Theological Seminary,,,,,,,,,
234164,Virginia Union University,1302058,608375,849885,1332041,1558650,1580987,946770,964605,
490106,Virginia University of Integrative Medicine,,,,,,,,,
234137,Virginia University of Lynchburg,245277,94300,102110,387148,326675,178052,328000,312950,
234173,Virginia Wesleyan University,7530542,7404536,8631910,6618053,6075273,6905145,6863450,6203704,
449764,Visible Music College,104998,91636,91474,102887,71925,29581,10633,14000,
240107,Viterbo University,4690413,4793523,4491542,4578503,4055726,4201431,3945467,3731413,
218919,Voorhees College,173632,205180,73710,129237,104017,228015,193358,240248,
446613,W L Bonner College,,,,,,,0,100,
152673,Wabash College,7247720,8778595,6799228,5585865,5918720,5770435,5221172,4490827,
197197,Wagner College,11318591,10845680,11118047,10919366,10508760,10998994,8760097,8608575,
199847,Wake Forest University,21152784,22888898,20503441,18895669,18989477,17076700,15686852,16327979,
236896,Walla Walla University,5640964,5250465,4128172,4595705,4113760,3599120,3601860,4151562,
172608,Walsh College,,,,,,,,,
206437,Walsh University,7675410,8536350,8758842,7955998,7213447,7029345,7499373,6520141,
210304,Warner Pacific University,361206,338982,525136,801855,660563,1232267,443857,454075,
480198,Warner Pacific University Professional and Graduate Studies,0,,0,0,0,0,0,0,
138275,Warner University,1783244,1661637,2168832,1326915,1456660,1390497,1297280,1238788,
199865,Warren Wilson College,5359289,5407440,2826203,2996784,3393737,4069114,3354705,2543599,
154527,Wartburg College,11110469,12553553,11193319,10534893,8094224,9429828,8822233,8529081,
154536,Wartburg Theological Seminary,,,,,,,,,
216667,Washington & Jefferson College,9401172,11289826,9403397,11359348,9921629,9263690,6963330,7030928,
162210,Washington Adventist University,1304320,1718393,1032159,749516,544031,878749,947964,1004779,
234207,Washington and Lee University,12336225,13143125,11334885,10056446,9045593,9937660,9416289,9275340,
164216,Washington College,10821157,9396174,9757542,9661736,9007609,7449681,6927369,7129126,
179867,Washington University in St Louis,37352527,33668306,32015147,32102647,28095206,24472257,23911890,22331701,
392840,Watkins College of Art Design & Film,,154120,144100,86465,106015,110085,84203,184854,
229780,Wayland Baptist University,913648,806150,1085373,1128540,1381893,1589678,601430,1565524,
216694,Waynesburg University,4886364,3940046,4808460,4337796,4029794,3306379,3772175,2899862,
197221,Webb Institute,1399620,1282286,1257100,1303845,1197931,1056000,1122500,91650,
138293,Webber International University,1929274,1817184,1626042,1726825,1683269,1449024,2109735,1698143,
179894,Webster University,6718353,8069594,8388860,6234386,5433747,6138476,6519655,5273939,
190424,Weill Medical College of Cornell University,,,,,,,,,
220206,Welch College,545630,530623,482098,222472,245143,314132,307820,307471,
168218,Wellesley College,18378925,17613122,15724421,14838882,13995241,12834631,12788879,12579870,
197230,Wells College,2753984,4420360,3986672,3543700,4638411,4195164,3965600,4648886,
168227,Wentworth Institute of Technology,13358747,13929113,12729549,11369135,10959088,13892937,10696335,10500514,
176451,Wesley Biblical Seminary,,,,,,,,,
131098,Wesley College,3010538,3523611,5526770,4435444,6149423,5526339,6437698,5408775,
131973,Wesley Theological Seminary,,,,,,,,,
141325,Wesleyan College,2047666,2326319,1060458,1146282,1094998,1060781,1074276,1169975,
130697,Wesleyan University,15941282,16015101,14591897,12827093,14507837,12760761,10129630,12163465,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,,0,
237969,West Virginia Wesleyan College,6746849,7137725,7565942,7813478,7415376,7350420,8244560,6736728,
490373,Western Michigan University Homer Stryker M.D. School of Medicine,,,,,,,,,
172477,Western Michigan University-Thomas M. Cooley Law School,,,,,,,,,
168254,Western New England University,13450565,14357476,13672555,12368039,12537544,12560439,11412838,11614613,
210368,Western Seminary,,,,,,,,,
172705,Western Theological Seminary,,,,,,,,,
112525,Western University of Health Sciences,,,,,,,,,
179946,Westminster College,2379174,2764040,2592159,3481054,3308000,2816160,3178136,2988111,
216807,Westminster College,7266453,8670718,7889281,8181041,6545377,5931318,5646210,5678277,
230807,Westminster College,6044657,9397227,7132626,7771890,7744746,7909557,6490017,6626238,
216816,Westminster Theological Seminary,,,,,,,,,
125718,Westminster Theological Seminary in California,,,,,,,,,
125727,Westmont College,11644604,9406822,9240664,7917108,6155606,7085446,4943774,5310969,
149781,Wheaton College,11347114,9843590,8345028,7364904,7618769,6906055,6340425,6130906,
168281,Wheaton College,17935634,17958608,15345973,15784257,10767932,10055297,9699295,9815496,
238078,Wheeling University,637686,5626798,3345805,3803877,3113842,4114325,3712339,3704922,
237057,Whitman College,11145005,9278519,8046500,6633081,6621531,5919148,6631457,6177690,
125763,Whittier College,13231527,13472670,12723109,9775256,9920768,7824233,8917161,7615147,
237066,Whitworth University,19752159,18766140,11941107,13415001,11832156,12027873,10605551,10865153,
475200,Whitworth University-Adult Degree Programs,,,,,,,,,
216852,Widener University,19737745,21714493,19692896,17261144,20190155,16652694,17257220,13992596,
206491,Wilberforce University,137747,406794,254198,853298,664930,106708,178285,279580,
229887,Wiley College,117905,382672,615896,633690,391395,637957,890617,929275,
216931,Wilkes University,10563890,13955688,10881450,11533893,10335940,9328311,8636391,8211838,
210401,Willamette University,9812161,10183738,11505817,12016485,12859604,12725074,11940946,10166069,
176479,William Carey University,1029000,1422632,937500,939400,854670,666000,741840,748160,
166717,William James College,,,,,,,,,
122728,William Jessup University,3598034,3602714,2599965,3005491,1970127,2591215,1852348,1380126,
179955,William Jewell College,3843320,3844410,4649890,5562048,5179817,5560015,5191485,5641770,
199272,William Peace University,2916765,3243158,2581850,2349930,2487427,1926326,4544442,2840983,
154590,William Penn University,4720200,3494423,3759358,2703371,3321462,3756147,3176104,2971998,
179964,William Woods University,2100051,2670100,2910485,2813795,2257552,2090305,2114472,1567197,
107877,Williams Baptist University,1945905,1084200,1133208,1013821,836182,1077391,957935,708071,
168342,Williams College,14621688,14541952,14376424,12958597,12545183,10642897,10548326,10964903,
443340,Williamson Christian College,51331,1500,5523,4721,2175,1000,21100,8201,
206507,Wilmington College,4545265,4594744,3811882,3674296,2786399,6078455,4236060,4181623,
131113,Wilmington University,122972,199737,191359,41525,6094,117649,111722,79631,
217013,Wilson College,2160435,2174609,1890591,1472447,1346754,1161600,1036165,914719,
206516,Winebrenner Theological Seminary,,,,,,,,,
199962,Wingate University,22713692,22464453,21949395,11225483,12026112,9113499,9427270,8365787,
240338,Wisconsin Lutheran College,4030895,5360177,3881238,3614620,4167177,3266314,3085622,3030820,
240213,Wisconsin School of Professional Psychology,,,,,,,,,
206525,Wittenberg University,9987818,13000302,12912132,12905870,11156278,11808232,11811340,10042421,
218973,Wofford College,12284524,12085879,10822437,9598136,9176259,9398461,7208338,7920885,
491631,Women's Institute of Torah Seminary and College,0,0,0,,,,,,
442064,Won Institute of Graduate Studies,,,,,,,,,
488907,Wongu University of Oriental Medicine,,,,,,,,,
125897,Woodbury University,3367990,3321355,1777144,1703471,1057713,1096762,935292,1598101,
168421,Worcester Polytechnic Institute,27258748,30174691,22236443,20001931,20721136,19552059,20910353,16455791,
401223,World Mission University,0,0,0,0,0,250,250,250,
486460,Wright Graduate University for the Realization of Human Potential,,,,,,,,,
206622,Xavier University,26947404,29106111,24684011,21655119,23183647,22991604,22608978,16930572,
160904,Xavier University of Louisiana,9587964,9463487,6769817,8272159,6337667,5328855,6866964,2892360,
130794,Yale University,46340145,46673340,40910065,34090136,31524877,28503606,27651071,28234850,
490319,Yeshiva Bais Aharon,0,15569,7982,28078,,,,,
491622,Yeshiva Chemdas Hatorah,92218,117349,62384,,,,,,
434937,Yeshiva College of the Nations Capital,,31540,16335,44649,48402,33722,0,99660,
420325,Yeshiva D'monsey Rabbinical College,35016,7082,16515,5185,6500,12740,6320,7050,
197647,Yeshiva Derech Chaim,98753,199550,128913,74210,128637,69511,152735,98576,
491914,Yeshiva Gedola Tiferes Yerachmiel,50323,52134,69612,,,,,,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,0,0,0,0,0,0,0,0,
491640,Yeshiva Gedolah Keren Hatorah,63970,123715,114420,,,,,,
481410,Yeshiva Gedolah Kesser Torah,7665,41669,49901,64725,63172,40860,56072,87867,
491710,Yeshiva Gedolah of Cliffwood,30615,63900,61818,,,,,,
247773,Yeshiva Gedolah of Greater Detroit,52154,27819,36856,25963,19420,38239,38720,18865,
488350,Yeshiva Gedolah Shaarei Shmuel,31000,55700,54125,56675,85171,,,,
491613,Yeshiva Gedolah Tiferes Boruch,11662,78538,17829,,,,,,
476692,Yeshiva Gedolah Zichron Leyma,9123,19077,1444,,46520,45622,28605,26250,
197601,Yeshiva Karlin Stolin,55629,55250,50725,23172,25100,35240,28750,24425,
491057,Yeshiva Kollel Tifereth Elizer,0,3985,16672,45220,,,,,
190752,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,17717,29786,28792,14254,23644,5314,49035,68175,
455257,Yeshiva of Machzikai Hadas,0,60006,55995,36284,67525,56973,67818,249382,
197674,Yeshiva of Nitra Rabbinical College,190973,180496,19986,87325,81575,0,0,1870,
431983,Yeshiva of the Telshe Alumni,5500,75526,251433,123572,111890,101553,155257,45950,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,274675,320391,277271,332203,360914,404190,369938,245640,
490504,Yeshiva Ohr Naftoli,4591,27366,53183,24885,,,,,
486017,Yeshiva Ohr Yisrael,3353,4400,2300,0,513,750,,,
490276,Yeshiva Shaar Ephraim,144848,117181,111071,75732,,,,,
197692,Yeshiva Shaar Hatorah,184000,136800,145980,128400,123300,59000,84750,130150,
441609,Yeshiva Shaarei Torah of Rockland,37933,,,,,,135,125,
486026,Yeshiva Sholom Shachna,120037,115111,96311,37699,59409,81826,,,
451398,Yeshiva Toras Chaim,356057,347851,439330,432562,473021,448302,448091,403576,
197708,Yeshiva University,13004565,12799723,13411676,11514028,11152401,16280398,19914033,19168352,
481438,Yeshiva Yesodei Hatorah,158375,118855,92432,61341,69091,128971,98168,172155,
487746,Yeshiva Zichron Aryeh,9600,7500,3580,,32125,,,,
363712,Yeshivah Gedolah Rabbinical College,72898,56165,71520,91080,62350,54500,83206,343725,
451370,Yeshivas Be'er Yitzchok,14235,16206,3497,21155,39338,43124,27067,23950,
491765,Yeshivas Emek Hatorah,23513,,43704,,,,,,
488101,Yeshivas Maharit D'Satmar,155104,75190,12020,19895,89125,,,,
405058,Yeshivas Novominsk,62908,107386,74662,10028,64294,115646,79665,125671,
217040,Yeshivath Beth Moshe,17071,15817,10194,11941,58121,82866,61116,63262,
197735,Yeshivath Viznitz,0,77700,202000,182395,142439,103020,170759,38456,
197744,Yeshivath Zichron Moshe,22542,41668,40025,25462,51500,36397,29290,39970,
401250,Yo San University of Traditional Chinese Medicine,,,,,,,,,
181853,York College,1063432,1255622,1390499,704864,817340,505595,518040,487230,
217059,York College of Pennsylvania,7390997,7844871,7082204,6176802,4889365,5966432,5363601,4583586,
141361,Young Harris College,5092589,6076318,4928803,6187573,5749806,7742728,6377512,5587545,
458575,Zaytuna College,,,,,124700,112250,,,
