UnitID,Institution Name,Grand total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full-time adjusted fall 2018 cohort (EF2019D_RV),Students from the full-time adjusted fall 2018 cohort enrolled in fall 2019 (EF2019D_RV),Full-time adjusted fall 2017 cohort (EF2018D_RV),Students from the full-time adjusted fall 2017 cohort enrolled in fall 2018 (EF2018D_RV),Full-time adjusted fall 2016 cohort (EF2017D_RV),Students from the full-time adjusted fall 2016 cohort enrolled in fall 2017 (EF2017D_RV),Full-time adjusted fall 2015 cohort (EF2016D_RV),Students from the full-time adjusted fall 2015 cohort enrolled in fall 2016 (EF2016D_RV),Full-time adjusted fall 2014 cohort (EF2015D_RV),Students from the full-time adjusted fall 2014 cohort enrolled in fall 2015 (EF2015D_RV),Full-time adjusted fall 2013 cohort (EF2014D_RV),Students from the full-time adjusted fall 2013 cohort enrolled in fall 2014 (EF2014D_RV),Full-time adjusted fall 2012 cohort (EF2013D_RV),Students from the full-time adjusted fall 2012 cohort enrolled in fall 2013 (EF2013D_RV),Full-time adjusted fall 2011 cohort (EF2012D_RV),Students from the full-time adjusted fall 2011 cohort enrolled in fall 2012 (EF2012D_RV),Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),Value of endowment assets at the end of the fiscal year (F1819_F2_RV),Total expenses-Total amount (F1819_F2_RV),Value of endowment assets at the end of the fiscal year (F1718_F2_RV),Total expenses-Total amount (F1718_F2_RV),Value of endowment assets at the end of the fiscal year (F1617_F2_RV),Total expenses-Total amount (F1617_F2_RV),Value of endowment assets at the end of the fiscal year (F1516_F2_RV),Total expenses-Total amount (F1516_F2_RV),Value of endowment assets at the end of the fiscal year (F1415_F2_RV),Total expenses-Total amount (F1415_F2_RV),Value of endowment assets at the end of the fiscal year (F1314_F2_RV),Total expenses-Total amount (F1314_F2_RV),Value of endowment assets at the end of the fiscal year (F1213_F2_RV),Total expenses-Total amount (F1213_F2_RV),Value of endowment assets at the end of the fiscal year (F1112_F2_RV),Total expenses-Total amount (F1112_F2_RV),
449922,Appalachian College of Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425299,7254877,416698,7018725,385077,6832409,375677,6800979,632477,6747869,593703,6779158,585634,6630161,596600,6183219,
432348,Appalachian School of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6334828,5645970,3343971,5080126,3277153,4965975,3022809,5894836,4226270,6509504,4571257,7586806,5489784,7453355,5258051,6845387,
168786,Aquinas College,262,257,333,332,314,312,299,296,370,368,354,353,391,390,452,452,332,259,312,241,296,220,367,284,352,286,390,306,451,342,369,283,33854,32574,31244,30062,28820,27906,26460,25250,5717175,6882044,6237083,5635603,6493705,5884251,6135746,6833135,38297011,37569782,43667525,35894719,40841693,34808900,37933751,36595003,38163133,36883902,33268080,35773811,28932645,36619690,32254548,36450002,
219578,Aquinas College,,,,,,,33,32,29,29,30,30,37,34,20,18,,,,,,,29,25,15,11,19,14,8,7,11,6,,,,21950,20550,20550,20550,19800,,,,,251025,248350,298673,107525,,,,,,,5421472,9418906,16490976,9128783,15990168,9523267,8925786,10111533,8419692,8776106,
176600,Aquinas Institute of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945672,,2960421,,2754943,,2382361,,2434441,,2505269,,2645283,,2687781,
211088,Arcadia University,530,529,474,472,569,565,606,600,602,598,674,673,597,597,680,678,472,376,565,439,600,466,598,461,673,533,597,487,678,579,510,403,44440,43580,42330,40920,39560,38160,36810,35620,14401799,12401174,14502665,15198946,13861632,15266181,13007054,13460785,70402000,118964000,71792000,120483000,69496000,123626000,64189000,128452000,67727000,127161000,68878000,123242000,59226000,76173000,52942000,80012000,
105899,Arizona Christian University,222,219,158,153,153,152,129,129,121,121,154,154,90,90,96,95,153,86,152,90,129,85,102,63,154,84,90,65,94,64,98,66,27890,26796,24958,23896,23110,22466,21832,21040,2762460,2354179,2072029,1662764,1343275,778707,459461,930366,999388,20117377,1030924,13472522,1054850,14519641,1900778,11752242,1896178,14408293,1928167,12373732,1923396,11075577,1941776,9959033,
106306,Arkansas Baptist College,225,201,190,176,179,163,266,245,401,370,297,283,237,206,282,258,14,5,14,7,5,2,18,8,16,4,22,8,256,101,313,127,8760,8760,8760,8760,8760,8040,8040,7800,174551,36758,321805,127759,175000,175000,47990,40116,,13861323,,14819675,,15784519,,17062799,,19333758,,17017230,,15081058,47497,14858772,
222877,Arlington Baptist University,38,38,39,39,21,21,25,25,34,34,40,40,44,43,57,55,37,19,21,7,25,10,33,13,40,18,43,19,52,26,47,16,14370,13690,13600,11500,11000,9000,8840,7640,46891,90740,20348,19500,16750,28250,11932,24390,,3306006,,3198083,,3286589,,3257342,,3147057,,3045073,,3113640,,3134795,
201061,Art Academy of Cincinnati,76,75,63,63,30,30,55,55,58,58,53,50,55,54,38,38,63,39,30,14,51,35,58,32,50,36,54,36,38,27,66,49,34335,33450,31290,29752,27788,26376,24330,24330,1173120,1002950,261000,563877,722100,554575,615090,420819,2182028,5157752,2280785,5017700,1960915,4510773,1784402,6547150,1737990,6458243,1638932,6322802,1456719,12490561,1396088,6934574,
109651,Art Center College of Design,267,267,241,239,223,223,211,210,181,181,174,174,164,164,159,159,234,190,220,182,210,167,172,140,169,129,161,123,158,127,137,113,44932,43416,42008,40596,39230,37830,36480,35552,1897132,1504016,1957148,1384800,1132306,1287400,1054914,842069,99830000,105328000,97518000,98848000,90479000,88665000,80805000,117040000,87010000,110374000,85148000,100719000,69706000,83238000,58480000,84042000,
156222,Asbury Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150440011,29347647,148290629,29348904,147683396,28589741,138701748,28861406,152464386,26535112,153104603,24579280,131835456,23906051,127350572,24089704,
156213,Asbury University,292,290,279,273,323,320,306,306,314,313,306,303,322,322,322,322,273,224,318,258,306,259,309,252,303,246,322,262,322,257,308,259,30952,30198,29500,28630,27934,26868,26076,25311,4430619,3682065,4106248,3631328,3048989,2937967,3186600,3058544,54987082,37974268,49116604,38108985,46168426,36193853,42645195,36109077,43429283,37490413,42038629,34569887,37169130,32552799,33602108,30716858,
201104,Ashland University,613,613,602,602,615,613,623,620,587,587,604,604,623,621,566,565,605,455,613,478,615,474,587,467,604,454,621,477,559,412,608,431,21980,21342,20700,20392,20242,19852,29836,28858,5732493,6272704,5812647,5706801,5300615,4618204,11530774,9829700,45330389,106680081,45554224,98589366,41288116,95255700,36762677,91485926,46425166,87368824,46653132,90882500,48386718,99285453,42897835,91149398,
164562,Assumption University,563,563,553,553,492,492,578,577,570,570,571,571,502,502,559,559,553,467,492,409,577,476,570,468,571,474,502,416,559,466,607,493,42316,40958,39598,36260,36160,36160,34975,33805,14524248,13481650,10705849,11199585,10494707,10668271,9469896,10243239,102942073,69010433,108439232,67709850,102544361,67333253,93937351,68525905,101064350,68022430,100767113,67021711,92358903,67142782,79159278,64263854,
201140,Athenaeum of Ohio,7,,1,,2,,6,,18,,7,,27,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28730213,5872739,27676263,6198981,25289325,5744162,22408887,5568304,23773823,5655257,22486707,5620186,19278946,5336572,14963522,5266202,
439446,Atlantic Institute of Oriental Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535792,,2646641,,2614290,,2597875,,2666650,,2529692,,2065771,,1877204,
173045,Augsburg University,636,636,418,418,436,435,477,474,478,478,393,391,466,463,382,381,418,301,435,312,472,363,478,366,391,309,463,347,380,310,382,302,39955,38800,37615,36415,35465,34431,33209,31942,13826243,8504668,8846673,9307798,8800029,6216726,10120376,5939519,50785630,81416868,48219731,77145828,43878362,74390350,39412669,75373438,40463556,73204872,38330460,71848677,34552630,73198194,29778094,73543091,
417345,Augusta Area Dietetic Internship-University Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98901,,98914,,91498,
143084,Augustana College,678,678,630,630,735,735,698,697,678,678,726,726,627,627,656,656,630,525,734,644,697,603,677,602,726,626,627,520,656,558,707,597,43610,42135,40908,39621,38466,37236,35835,34614,19746293,17108823,19237048,17266380,16096206,16583388,11835672,12445959,172846113,76883342,168133807,77400098,159524918,74983650,140714914,74979020,145454127,73903165,144373484,71741222,127763186,69102191,115912000,69444309,
219000,Augustana University,432,430,456,455,481,481,424,421,367,367,396,396,367,367,407,405,455,372,479,407,421,361,367,309,396,333,367,295,404,323,429,354,33960,33018,31960,30944,30090,29214,28630,27780,9139608,9345971,9685219,8465791,6605687,7059856,6095416,6523288,89799219,54345328,82070752,53099998,75492914,51238548,65449455,47991742,67218931,47037725,66548932,45995434,61533887,45483919,53081643,43247363,
143118,Aurora University,814,811,762,762,801,801,654,652,625,625,660,642,701,701,523,523,762,560,798,600,652,479,625,431,591,418,642,456,501,368,471,330,25060,24260,23520,22830,22080,21320,20720,20100,10598113,9218960,9472891,7688418,6593647,6288205,7489593,5079236,42122630,85380893,41198522,79137352,43091106,73486094,40592926,73124542,45435661,70718149,46016920,66404701,41510519,62877672,38525229,59695399,
222983,Austin College,378,378,435,435,332,332,345,345,355,355,357,357,364,364,308,308,435,340,332,271,345,278,355,296,357,296,364,314,308,255,359,276,41155,39960,38800,37315,36230,33840,33830,32850,10867252,11974048,8916249,9041798,8465724,7953494,7941016,5375238,149666616,46723631,141754555,47055373,131978357,44759946,125619987,43286433,134745638,43611568,135768645,40488779,124800382,42660486,119456571,39966810,
247825,Austin Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210840,1489164,4560667,1413539,4537212,1414083,4605835,1454918,4214421,1435655,4413139,1337312,3933333,1307037,3300894,1170120,
223001,Austin Presbyterian Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127642303,9483080,125837560,10385298,123190388,10829858,115372142,9482453,122062406,8855532,120370706,8885566,107815971,8689027,101659339,8224719,
442295,Ave Maria School of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582461,11880504,278640,11117742,267392,11193404,293305,11511326,218305,11324457,556032,12664584,555518,12501080,553175,16588132,
446048,Ave Maria University,310,310,331,331,283,283,267,266,303,303,304,304,254,254,260,254,331,244,266,191,266,182,301,223,304,220,254,188,255,178,215,154,21854,20850,19970,19128,18479,17940,23000,21496,4624949,5275540,3390296,2837156,3174586,2906756,3499737,3423192,4652111,39899883,4627111,39261439,4500611,39127091,4222902,37885505,2443711,37089533,2147586,35887094,1603081,38894167,2198081,34285007,
231420,Averett University,229,229,291,291,280,280,236,236,265,265,213,213,237,235,257,257,291,199,279,176,236,147,265,146,213,150,235,129,257,172,252,151,35600,34520,33350,31980,30900,29150,27500,25950,4138990,5284926,4804391,3762587,3603281,2959551,2872730,3325182,26186388,27379273,25779860,26844368,23522151,25910942,21848104,26249561,23234693,22856131,23649118,23615793,22004114,25439723,23559964,24119747,
449931,Averett University-Non-Traditional Programs,9,4,5,4,8,1,4,1,7,1,14,,32,2,5,,4,2,1,1,1,1,1,0,0,0,2,2,0,0,0,0,11820,11520,10800,10325,10325,10325,,9100,0,0,0,0,0,,0,,,4250588,,4744942,,4439421,,6050689,,7424265,,8381240,,9432340,,5324234,
176628,Avila University,153,153,168,168,183,183,203,203,202,202,204,204,182,182,210,210,168,125,183,125,203,140,202,132,204,150,182,129,210,147,138,91,20500,19900,28020,27312,26450,25700,24950,23950,1242119,1561917,2973974,2945650,2917625,2922021,2403445,2861200,10888411,28482742,10761813,29220242,9995414,30089349,9665722,30488168,9213100,29784556,8939255,28045922,8715175,27231004,8128728,24794358,
109785,Azusa Pacific University,692,688,1005,998,1005,996,1139,1134,1202,1198,1046,1039,1225,1217,1250,1247,998,794,996,811,1134,938,1198,1031,1039,913,1217,1034,1247,1026,1175,975,40220,38880,37506,36120,34754,33096,32256,31076,13890109,19644503,17723206,19174956,18798942,14356752,13319499,11946855,79062591,240563410,86913981,260675670,81435221,249237459,67747760,241894238,60728807,238377395,58088961,244742038,63909526,233594974,60525153,217828437,
164580,Babson College,600,600,539,539,550,550,588,588,528,528,506,506,489,489,470,470,539,511,550,520,588,562,528,502,506,484,489,462,470,446,479,450,52608,51104,49664,48288,46784,45120,43520,41888,10384789,9575872,8807429,8500915,8897945,7682433,7432567,6583139,459393515,217622252,421920139,207437927,391463550,202908136,346696532,191865408,348628929,187882455,332014635,184028524,275519968,167543235,239492137,161515864,
206817,Bacone College,83,73,40,40,336,335,414,399,175,166,215,205,243,237,284,280,26,16,297,32,330,143,137,54,171,54,132,68,160,53,109,51,14700,17700,17700,14850,14500,14050,14050,13510,484440,286125,2155365,2632443,332562,185619,173615,1217931,7321863,6798964,7317190,12987230,7305205,13927374,7294201,13775193,7282627,15247412,7274319,16026360,7265992,14747907,7257143,15724439,
476601,Bais HaMedrash and Mesivta of Baltimore,24,24,22,22,25,25,20,20,22,22,24,24,24,24,17,17,22,11,25,20,20,17,22,13,24,17,24,16,17,10,22,16,13000,13000,12700,12400,12450,12250,11500,11500,58335,75265,87097,82055,85182,100722,84355,103800,,2530673,,2086044,,1797293,,1675859,,2079389,,1872098,,1578664,,1529856,
245777,Bais Medrash Elyon,14,14,4,4,,,,,,,,,,,1,1,4,4,0,0,0,0,0,0,,,0,0,1,1,1,1,8600,8600,8600,8600,,7800,7800,7800,85939,34200,11400,,10725,,,13375,,1273902,,1293712,,1239922,,1581205,,1234291,,1052668,,884588,,1053563,
449658,Bais Medrash Toras Chesed,27,27,24,24,28,28,26,26,28,28,26,26,29,29,28,28,24,17,28,22,25,20,28,27,26,21,28,24,28,25,27,26,6900,6400,9500,9350,9100,8800,8800,8700,40387,47330,155320,82425,98793,54760,97256,101037,,1473535,,1487900,,1390419,,1465278,,1406437,,1362207,,1312930,,1249376,
168847,Baker College,690,471,745,509,814,548,2276,1630,3265,2000,657,443,847,672,845,686,180,88,187,91,386,172,478,235,466,230,85,36,101,52,105,61,9920,9800,9360,9000,8640,8280,8100,7740,1040869,736703,1357710,3453484,4217030,5073651,1293567,1280838,328879118,117408650,331560932,137328264,303431643,161134294,284498240,168776818,257412070,200011609,250089144,226200787,221730416,230835058,181638537,235444411,
414708,Baker College Center for Graduate Studies,,,,,,,,,,,155,22,195,46,264,1,,,,,,,,,,,30,14,0,0,27,16,,,,,,10800,10800,10320,,,,,,,54267,500,,,,,,,,,,,,,,,,,
444167,Baker College of Allen Park,,,,,,,,,,,441,238,581,440,636,482,,,,,,,,,,,46,16,24,8,25,8,,,,,,8280,8100,7740,,,,,,,574490,602079,,,,,,,,,,,,,,,,,
404073,Baker College of Auburn Hills,,,,,,,,,,,275,134,315,175,329,199,,,,,,,,,,,11,5,13,7,27,14,,,,,,8280,8100,7740,,,,,,,254249,320087,,,,,,,,,,,,,,,,,
404648,Baker College of Cadillac,,,,,,,,,,,239,145,302,210,317,225,,,,,,,,,,,10,4,6,5,5,2,,,,,,8280,8100,7740,,,,,,,272148,302805,,,,,,,,,,,,,,,,,
404082,Baker College of Clinton Township,,,,,,,,,,,572,328,715,563,932,725,,,,,,,,,,,41,18,45,19,56,26,,,,,,8280,8100,7740,,,,,,,853585,881114,,,,,,,,,,,,,,,,,
414160,Baker College of Jackson,,,,,,,,,,,272,141,286,198,324,210,,,,,,,,,,,27,13,29,14,33,19,,,,,,8280,8100,7740,,,,,,,310513,365092,,,,,,,,,,,,,,,,,
171298,Baker College of Muskegon,,,,,,,,,,,665,498,757,660,811,710,,,,,,,,,,,57,28,49,26,54,27,,,,,,8280,8100,7740,,,,,,,1234261,1022297,,,,,,,,,,,,,,,,,
168838,Baker College of Owosso,,,,,,,,,,,630,497,622,549,653,549,,,,,,,,,,,48,30,48,28,49,16,,,,,,8280,8100,7740,,,,,,,1026807,958268,,,,,,,,,,,,,,,,,
381617,Baker College of Port Huron,,,,,,,,,,,124,65,170,119,185,147,,,,,,,,,,,9,3,13,9,20,11,,,,,,8280,8100,7740,,,,,,,159249,272107,,,,,,,,,,,,,,,,,
154688,Baker University,245,244,247,244,258,256,246,238,186,182,224,224,235,235,202,202,244,184,256,208,238,162,182,145,224,172,235,188,202,153,199,149,29880,29830,28960,28030,27160,26370,25580,24550,4575557,4645407,4802855,4091187,3154393,3899239,3824981,3339977,43687082,37157209,38552488,36421543,38515266,38823769,35661318,37367658,37887302,41775452,39020664,40985194,34485517,40533712,33779857,39998098,
420705,Bakke Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813712,,850754,,858367,,1041055,,1109387,,790250,,871757,,2510056,
201195,Baldwin Wallace University,665,663,677,677,685,685,706,705,768,766,717,717,765,762,712,712,677,547,685,565,705,553,766,616,717,595,762,617,712,564,664,543,33530,32586,31668,30776,29908,28814,27840,27060,13745764,13124496,12884611,12021583,13229767,11664742,11786041,10852580,179533319,102254607,174762903,101712758,164541026,101827463,148999095,98505301,155728404,96126597,141409711,89586391,124776975,89617748,113889457,88386310,
160968,Bangor Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12920283,2215293,
189015,Bank Street College of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30583675,60337827,29601528,61066694,28507697,60277474,24745894,59204786,26799591,58022707,36737624,53436882,31728553,52877697,29335979,54936342,
176664,Baptist Bible College,44,44,36,36,35,34,84,81,89,88,80,76,56,55,53,51,36,25,34,20,76,47,87,51,76,56,55,38,51,33,71,43,14250,14150,13850,10536,9894,9050,8090,7690,206627,154328,39098,383229,356400,136516,73986,0,262890,4828220,260626,5486863,233226,6114629,191287,6363249,164949,6670987,157199,5963671,156499,6376752,137628,6774284,
219639,Baptist Health Sciences University,94,89,105,98,86,80,66,65,59,58,73,73,88,88,67,66,98,64,80,65,65,47,60,45,71,42,88,64,66,49,35,29,12332,11900,11542,11204,10892,10412,12480,11830,282850,234530,175874,224885,156374,108625,107285,100155,51562008,17628781,45341446,17118405,40637336,16574417,35461536,16029909,33227663,15766160,24703349,15539804,19360592,14923090,14783062,14207198,
223117,Baptist Missionary Association Theological Seminary,13,,3,,4,,26,1,10,1,5,,5,,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6900,6900,6000,5800,5700,5100,4500,4500,,,,0,0,,,,1317817,1628521,1242428,1750165,1238906,1797002,1218628,1901702,1199516,1851284,1224736,1680099,1149249,1590625,1163442,1602858,
366793,Baptist Theological Seminary at Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485044,2492116,3782306,2528997,3848605,2590011,3993859,2767297,4144858,2802132,,2958284,4756001,3025943,
444398,Baptist University of the Americas,11,9,14,9,19,11,37,21,30,17,22,19,19,17,25,23,9,7,11,8,19,6,17,11,19,10,15,11,21,13,34,19,6480,6240,6240,6240,7200,7200,7200,6600,2000,2743,8106,10712,1607,4700,1510,12800,3510276,3399883,3315563,4617271,3686888,4358851,2961854,4627482,3199168,4294295,3175855,4637320,2531903,4098722,2001798,3855934,
155070,Barclay College,44,29,44,31,39,29,50,36,49,37,52,41,49,37,40,40,31,20,29,18,34,22,37,23,41,22,37,23,40,23,38,27,20400,19000,17720,15990,14390,14290,14090,13990,256000,276121,203000,350000,350000,311500,330000,407000,6646264,8789286,6653835,8590419,5842293,8667818,8034629,8069215,2739069,7589188,1924430,7331145,904520,7439493,693598,7094358,
189088,Bard College,482,482,486,486,470,470,506,506,456,456,560,560,489,489,528,528,486,415,469,399,499,412,455,392,560,478,486,426,528,462,486,416,56036,54680,52906,51384,49906,48240,46370,44798,17465194,14922861,13495164,12850767,9894590,14251734,11216348,11495908,136314829,175910478,148116873,172597801,148777189,161964296,136542669,172882869,157293603,165186838,157263726,159417849,161396088,157668098,153868474,148680443,
167792,Bard College at Simon's Rock,149,149,145,145,168,168,145,145,116,116,116,116,144,144,145,145,145,112,168,111,144,111,116,98,116,90,144,115,145,98,115,82,56901,55082,53418,52870,50209,48551,46713,45125,4965753,4204913,4220781,3603162,2661348,2577650,3807242,2803951,157635,23795790,1099370,22850930,5729392,22702786,7734752,20972571,8541581,20946655,10925069,20032811,13239785,19513185,14388596,19849089,
189097,Barnard College,632,624,605,602,603,595,605,592,635,626,617,610,578,573,599,594,602,574,595,568,592,565,626,602,610,578,573,542,594,580,606,585,57668,55032,52662,50394,47631,46040,44790,43502,11011793,11858545,10401488,9509771,11762960,10565374,9643900,7643190,363623000,185458000,345097000,165982000,327160000,157388000,286761000,156124000,296517000,150108000,282048000,140684000,240710000,132683000,213516000,133862000,
177719,Barnes-Jewish College Goldfarb School of Nursing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32088646,21680217,32058360,18109602,28511392,18225350,27729994,17520089,28136151,17316030,27249666,17632240,22882171,17960702,20034256,16865524,
132471,Barry University,717,709,644,639,604,604,480,479,433,431,460,459,564,562,625,622,638,415,603,371,479,294,431,281,459,298,562,350,622,373,662,412,30014,30014,29850,28800,28800,28160,28160,28160,13447475,11449774,10356952,8057460,6836223,6478844,7941815,9085738,45448212,139823912,43980904,136520233,40086142,145597360,36571919,154091789,36195517,157754808,34517341,158601566,31422732,165793886,29713726,156667091,
197911,Barton College,319,319,277,277,198,198,241,241,220,218,192,185,217,215,202,201,277,183,198,142,240,151,218,157,185,124,215,160,201,138,235,168,31732,30880,29998,29052,27941,26664,25396,24180,5614487,4596407,3289366,3471287,3295371,2484700,2691314,2085111,29641809,28906633,29106087,27241751,28178934,25484840,25859405,24931505,27833432,23855851,28720632,22758613,25051457,22200752,22980686,22854016,
235547,Bastyr University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4118245,41900570,3799572,41740529,3689414,42475979,3413031,41743459,3303731,40336377,3287398,37399416,2943689,35194911,3444492,32800915,
160977,Bates College,499,499,543,543,510,510,498,498,516,516,491,491,500,500,503,503,543,512,510,480,498,473,516,492,491,465,500,473,502,460,501,477,55683,53794,52042,50310,48435,47030,45650,44300,9400504,9380215,9280701,8911673,8568375,7726854,8962257,7387717,329722788,119852876,315579002,115352850,293832686,112073881,250976477,104574672,261501358,103404243,263892125,100957856,233803986,99287008,216156213,97418223,
164632,Bay Path University,125,125,135,133,144,144,153,153,178,178,129,129,136,136,155,155,132,90,144,115,153,107,178,129,128,102,136,105,155,112,148,109,35081,34225,33557,32739,31785,30859,29959,28532,2894856,2504209,2991349,3519496,3208475,2318058,2550023,2469653,53589755,57128630,50579339,57826871,46320446,52995388,40824792,48178403,41457507,44521505,40865240,39198872,35354876,32946837,31742637,29748764,
223223,Baylor College of Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173488859,2085131538,1171284692,1985570319,1133558902,1829033797,1033287025,1709316524,1062671426,1582360429,988247389,1470374465,844260873,1380654522,751377844,1300915168,
223232,Baylor University,3307,3303,3366,3364,3320,3316,3503,3496,3394,3393,3625,3622,3190,3189,3254,3253,3364,2972,3316,2946,3496,3132,3390,3019,3622,3223,3187,2822,3251,2869,3031,2627,47364,45542,43790,42006,40198,38120,35972,33716,71233007,71894463,75243501,66964019,62056415,61404234,50634803,48943794,1322822000,710091000,1310781000,664757000,1231712000,660164000,1153535000,636417000,1165550000,558654000,1151200304,547391000,1061156640,500159000,964161044,473174000,
476717,Be'er Yaakov Talmudic Seminary,143,143,148,148,115,115,144,144,151,151,121,121,101,101,99,99,148,138,115,111,144,134,151,149,121,112,101,98,99,85,64,57,10260,10220,9300,9140,8750,8350,7600,7100,167117,48728,127207,204734,171716,156199,105396,17438,,6460509,,5150534,,4765108,,4299580,,3728319,,2973416,,2326286,,1557904,
384254,Beacon College,98,98,91,89,82,82,66,66,62,60,52,52,41,41,39,39,89,63,82,60,66,45,60,53,52,39,41,33,39,27,34,27,40880,39016,37788,36172,34680,33016,31496,29910,214837,436361,846251,485916,462125,337139,51004,22750,100811,17307107,92436,14677087,83990,13608115,74955,11218388,71000,9741515,56217,8337062,50200,7362966,50000,5882580,
